time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-05-19T14:01:40.510Z,33.994,-116.7801667,16.97,0.92,ml,25,49,0.04702,0.12,ci,ci39658375,2021-05-19T18:35:07.257Z,"8km N of Cabazon, CA",earthquake,0.2,0.44,0.202,17,reviewed,ci,ci
2021-05-19T14:01:15.740Z,46.2455,-122.639166666667,15.66,1.21,ml,16,72,0.1168,0.08,uw,uw61724412,2021-05-19T16:19:03.060Z,"20 km E of Castle Rock, Washington",earthquake,0.32,0.62,0.279306750657577,7,reviewed,uw,uw
2021-05-19T13:55:56.060Z,19.2131671905518,-155.440994262695,32.8699989318848,2.4,ml,54,124,,0.119999997,hv,hv72475292,2021-05-19T14:01:27.790Z,"4 km ENE of Pāhala, Hawaii",earthquake,0.45,0.660000026,3.39,25,automatic,hv,hv
2021-05-19T13:52:25.310Z,38.8406677,-122.8255005,2.27,0.86,md,8,109,0.008071,0.01,nc,nc73564610,2021-05-19T14:49:20.457Z,"9km WNW of Cobb, CA",earthquake,0.81,1.78,,1,automatic,nc,nc
2021-05-19T13:52:09.440Z,44.3166667,-115.1616667,3.34,1.7,ml,7,98,0.284,0.25,mb,mb80502699,2021-05-19T16:42:31.400Z,"20 km WNW of Stanley, Idaho",earthquake,0.74,4.38,0.166,6,reviewed,mb,mb
2021-05-19T13:51:11.538Z,60.9693,-150.8218,3.3,1.9,ml,,,,0.81,ak,ak0216e3qtwz,2021-05-19T13:57:44.183Z,"8 km NW of Point Possession, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-05-19T13:39:39.890Z,32.3236667,-115.3355,10.57,3.35,ml,35,78,0.09898,0.35,ci,ci39658359,2021-05-20T02:59:23.367Z,"14km WSW of Delta, B.C., MX",earthquake,0.59,1.19,0.165,93,reviewed,ci,ci
2021-05-19T13:35:11.090Z,33.1595,-115.6503333,3.42,2.26,ml,45,34,0.03313,0.22,ci,ci39658351,2021-05-19T18:27:59.320Z,"13km WNW of Calipatria, CA",earthquake,0.2,0.31,0.16,54,reviewed,ci,ci
2021-05-19T13:34:13.490Z,19.2466659545898,-155.41650390625,32.2000007629395,2.05,ml,54,90,,0.119999997,hv,hv72475257,2021-05-19T13:39:44.650Z,"8 km NE of Pāhala, Hawaii",earthquake,0.49,0.569999993,3.93,5,automatic,hv,hv
2021-05-19T13:32:46.930Z,35.8843333,-117.6988333,7.75,1.07,ml,17,87,0.07464,0.12,ci,ci39658327,2021-05-19T18:13:01.867Z,"20km ESE of Little Lake, CA",earthquake,0.23,0.51,0.202,11,reviewed,ci,ci
2021-05-19T13:22:33.170Z,33.148,-116.6788333,18.24,0.53,ml,21,73,0.05747,0.25,ci,ci39658319,2021-05-19T14:47:37.576Z,"10km NW of Julian, CA",earthquake,0.45,0.96,0.091,5,reviewed,ci,ci
2021-05-19T13:21:58.170Z,33.5955,-116.8075,4.61,0.4,ml,12,100,0.04811,0.09,ci,ci39658311,2021-05-20T00:17:41.233Z,"13km WNW of Anza, CA",earthquake,0.26,0.35,0.155,5,reviewed,ci,ci
2021-05-19T13:18:58.640Z,19.2233333333333,-155.511166666667,33.47,3.2,ml,63,51,,0.11,hv,hv72475237,2021-05-20T02:33:09.180Z,"4 km WNW of Pāhala, Hawaii",earthquake,0.43,0.51,0.172574374259841,42,reviewed,hv,hv
2021-05-19T13:14:36.515Z,61.0992,-146.7508,44.6,1.3,ml,,,,0.64,ak,ak0216e3iyct,2021-05-19T13:27:40.581Z,"21 km W of Valdez, Alaska",earthquake,,1.5,,,automatic,ak,ak
2021-05-19T12:54:03.980Z,36.036,-117.5078333,5.44,1.39,ml,20,94,0.02673,0.15,ci,ci39658279,2021-05-19T18:07:10.097Z,"31km NNW of Searles Valley, CA",earthquake,0.27,0.6,0.164,13,reviewed,ci,ci
2021-05-19T12:37:53.845Z,31.64201523,-104.2186394,7.391259766,1.7,ml,13,56,0.1499465193,0.3,tx,tx2021jtcl,2021-05-19T22:55:51.044Z,"54 km NW of Toyah, Texas",earthquake,1.290092994,1.958807963,0.1,7,reviewed,tx,tx
2021-05-19T12:30:21.620Z,37.6048333,-118.9993333,2.05,0.39,md,6,199,0.01917,0.04,nc,nc73564595,2021-05-19T16:39:19.905Z,"4km SSW of Mammoth Lakes, CA",earthquake,1.56,0.52,0.248,5,reviewed,nc,nc
2021-05-19T12:15:23.519Z,59.4367,-152.707,20,1.5,ml,,,,0.58,ak,ak0216e2xpg1,2021-05-19T12:25:24.060Z,"45 km W of Nanwalek, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-05-19T12:13:00.110Z,36.27666667,-97.506,8.2,1.21,ml,64,52,0,0.19,ok,ok2021jtbp,2021-05-19T12:34:10.793Z,"4 km W of Lucien, Oklahoma",earthquake,,1,0.24,25,reviewed,ok,ok
2021-05-19T12:08:38.257Z,59.8063,-153.0509,97.2,2.2,ml,,,,0.44,ak,ak0216e2w8ks,2021-05-19T12:40:49.040Z,"59 km E of Pedro Bay, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-05-19T12:05:59.512Z,25.5772,99.9734,10,4.6,mb,,93,4.286,0.61,us,us7000e4f5,2021-05-19T12:34:53.040Z,"24 km W of Dali, China",earthquake,4.8,1.9,0.109,25,reviewed,us,us
2021-05-19T12:04:55.882Z,-23.9325,-66.6613,194.27,5,mww,,44,2.941,1.07,us,us7000e4f3,2021-05-19T23:12:40.526Z,"47 km NW of San Antonio de los Cobres, Argentina",earthquake,5.1,6.5,0.075,17,reviewed,us,us
2021-05-19T11:51:30.102Z,60.277,-152.9413,116.7,1.2,ml,,,,0.4,ak,ak0216e2k04w,2021-05-19T11:56:30.230Z,"75 km WNW of Ninilchik, Alaska",earthquake,,0.9,,,automatic,ak,ak
2021-05-19T11:36:37.070Z,38.8170013,-122.8216629,2.75,0.5,md,8,118,0.01002,0.02,nc,nc73564590,2021-05-19T13:57:19.133Z,"7km NW of The Geysers, CA",earthquake,0.52,1.19,0.36,2,automatic,nc,nc
2021-05-19T11:27:32.480Z,54.7817,-160.6228,32.3,2.3,ml,,,,0.53,ak,ak0216e2etd4,2021-05-19T21:57:23.725Z,"62 km S of Sand Point, Alaska",earthquake,,7.7,,,reviewed,ak,ak
2021-05-19T11:21:54.840Z,35.9813347,-120.9485016,9.23,1.19,md,7,201,0.06476,0.04,nc,nc73564585,2021-05-19T13:54:22.114Z,"6km SW of San Ardo, CA",earthquake,5.56,3.36,0.34,2,automatic,nc,nc
2021-05-19T11:14:59.842Z,38.0884,27.0573,10,4.5,mb,,34,0.988,1.12,us,us7000e4ey,2021-05-19T18:10:22.149Z,"10 km NW of Özdere, Turkey",earthquake,4.3,1.2,0.312,3,reviewed,us,us
2021-05-19T11:06:12.150Z,19.3624992370605,-155.133666992188,6.28000020980835,1.92,ml,42,95,,0.180000007,hv,hv72475132,2021-05-19T11:11:44.170Z,"11 km S of Fern Forest, Hawaii",earthquake,0.41,0.550000012,0.23,6,automatic,hv,hv
2021-05-19T11:02:38.840Z,35.673,-117.5303333,6.6,1.15,ml,10,266,0.1526,0.07,ci,ci39658199,2021-05-19T13:23:09.113Z,"14km ENE of Ridgecrest, CA",earthquake,0.75,0.7,0.083,13,reviewed,ci,ci
2021-05-19T10:50:27.580Z,19.1679992675781,-155.478332519531,35.2700004577637,1.71000004,md,25,141,,0.119999997,hv,hv72475117,2021-05-19T10:53:41.490Z,"3 km S of Pāhala, Hawaii",earthquake,0.7,1.19000006,0.569999993,3,automatic,hv,hv
2021-05-19T10:49:14.915Z,39.1344,-120.0097,4.6,1.1,ml,15,153.96,0.116,0.2111,nn,nn00807592,2021-05-19T10:52:43.054Z,"7 km NW of Glenbrook, Nevada",earthquake,,0.9,0.17,8,automatic,nn,nn
2021-05-19T10:41:26.990Z,38.8113327,-122.8213348,2.47,0.99,md,18,57,0.006603,0.02,nc,nc73564580,2021-05-19T11:18:19.822Z,"7km NW of The Geysers, CA",earthquake,0.23,0.59,0.24,2,automatic,nc,nc
2021-05-19T10:41:12.805Z,38.1692,-117.9012,7.8,1,ml,13,101.42,0.025,0.0818,nn,nn00807589,2021-05-19T10:50:42.010Z,"30 km SE of Mina, Nevada",earthquake,,0.5,0.24,8,automatic,nn,nn
2021-05-19T10:40:22.810Z,38.8238335,-122.7661667,1.59,0.85,md,8,189,0.007245,0.01,nc,nc73564575,2021-05-19T11:07:20.766Z,"4km W of Cobb, CA",earthquake,0.58,1.04,,1,automatic,nc,nc
2021-05-19T10:39:05.936Z,31.07107319,-103.3329159,2.892358398,1.7,ml,17,62,0.04688868523,0.2,tx,tx2021jsyn,2021-05-20T00:55:59.552Z,"31 km SW of Coyanosa, Texas",earthquake,0.8124863002,1.485793398,0.1,7,reviewed,tx,tx
2021-05-19T10:29:42.320Z,61.5396,-146.5479,24.5,1.2,ml,,,,0.52,ak,ak0216e1tvq0,2021-05-19T10:33:01.202Z,"46 km NNW of Valdez, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-05-19T10:21:43.239Z,39.1642,142.0785,55.65,4.2,mb,,150,1.8,0.4,us,us7000e4el,2021-05-19T11:04:33.040Z,"22 km SE of Kamaishi, Japan",earthquake,8.8,7.1,0.141,14,reviewed,us,us
2021-05-19T10:17:22.321Z,61.5613,-146.4464,18.1,1.8,ml,,,,0.76,ak,ak0216e1r9l0,2021-05-19T10:26:20.322Z,"48 km N of Valdez, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-05-19T10:09:50.270Z,58.3357,-154.3182,91.8,0.8,ml,,,,0.21,ak,ak0216e1pm0j,2021-05-19T10:12:58.621Z,"85 km N of Karluk, Alaska",earthquake,,1,,,automatic,ak,ak
2021-05-19T10:04:30.030Z,37.8671684,-122.2468338,8.99,1.75,md,28,71,0.008261,0.05,nc,nc73564565,2021-05-19T13:27:20.956Z,"2km ESE of Berkeley, CA",earthquake,0.18,0.37,0.16,22,automatic,nc,nc
2021-05-19T09:59:37.160Z,17.7748,-66.8703,16,2.6,md,8,273,0.333,0.26,pr,pr2021139000,2021-05-19T10:55:15.428Z,"22 km S of Guánica, Puerto Rico",earthquake,1.05,1.48,0.07,6,reviewed,pr,pr
2021-05-19T09:51:02.880Z,39.0068321,-123.0736694,0.66,1.58,md,10,182,0.1139,0.38,nc,nc73564560,2021-05-19T12:56:21.765Z,"14km WSW of Lakeport, CA",earthquake,1.83,30.24,0.08,7,automatic,nc,nc
2021-05-19T09:48:42.494Z,36.1393,-114.1728,5.3,1.4,ml,6,201.71,0.573,0.2526,nn,nn00807586,2021-05-19T16:27:01.271Z,"17 km NNW of Meadview, Arizona",earthquake,,9.6,0.33,6,reviewed,nn,nn
2021-05-19T09:44:12.987Z,38.1645,-117.8974,12.5,0.7,ml,11,99,0.021,0.0727,nn,nn00807584,2021-05-19T09:50:01.263Z,"31 km SE of Mina, Nevada",earthquake,,0.8,0.29,5,automatic,nn,nn
2021-05-19T09:43:19.362Z,58.7123,-153.8166,77.3,1.3,ml,,,,0.26,ak,ak0216e1bedc,2021-05-19T09:46:45.826Z,"89 km NW of Aleneva, Alaska",earthquake,,0.6,,,automatic,ak,ak
2021-05-19T09:40:03.990Z,17.9506,-66.6531,7,3.1,md,18,190,0.1034,0.16,pr,pr2021139001,2021-05-19T11:54:44.430Z,"7 km SSW of Ponce, Puerto Rico",earthquake,0.47,0.23,0.1,7,reviewed,pr,pr
2021-05-19T09:35:01.920Z,33.1695,-115.6433333,6.04,1.34,ml,20,102,0.02209,0.16,ci,ci39658183,2021-05-19T18:02:35.864Z,"13km WNW of Calipatria, CA",earthquake,0.3,0.3,0.211,9,reviewed,ci,ci
2021-05-19T09:31:31.760Z,19.2421666666667,-155.401333333333,31.67,2.28,md,56,72,,0.12,hv,hv72475057,2021-05-19T16:48:57.810Z,"9 km ENE of Pāhala, Hawaii",earthquake,0.52,0.55,0.190657505074789,23,reviewed,hv,hv
2021-05-19T09:30:28.210Z,38.0475,-118.7533333,3.17,2.37,md,30,75,0.2824,0.06,nc,nc73564555,2021-05-19T16:13:19.696Z,"29km SE of Bodie, CA",earthquake,0.28,31.61,0.189,30,reviewed,nc,nc
2021-05-19T09:29:51.031Z,62.4939,-149.1882,0.8,1.1,ml,,,,0.69,ak,ak0216e18gst,2021-05-19T09:46:45.650Z,"47 km E of Chase, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-05-19T09:26:23.780Z,35.7638333,-117.5825,7.23,1.05,ml,21,81,0.05321,0.19,ci,ci39658159,2021-05-19T17:54:45.972Z,"16km W of Searles Valley, CA",earthquake,0.39,0.53,0.126,10,reviewed,ci,ci
2021-05-19T09:20:50.768Z,60.9768,-147.4878,3.4,1,ml,,,,0.74,ak,ak0216e16jbo,2021-05-19T09:24:12.728Z,"45 km WNW of Tatitlek, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-05-19T09:19:13.729Z,34.7508,69.5558,17.55,4.6,mb,,119,0.471,0.76,us,us7000e4d1,2021-05-19T22:51:14.360Z,"14 km SW of Tagāb, Afghanistan",earthquake,4.9,5.3,0.069,63,reviewed,us,us
2021-05-19T09:14:02.199Z,63.1948,-149.774,88.4,1.4,ml,,,,0.7,ak,ak0216e155b5,2021-05-19T09:19:01.999Z,"46 km WSW of Cantwell, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-05-19T09:05:47.996Z,63.4691,-148.1817,6.5,1.4,ml,,,,0.52,ak,ak0216e13be3,2021-05-19T09:17:21.360Z,"39 km ENE of Cantwell, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-05-19T08:49:40.815Z,59.9284,-140.1284,12.1,1.4,ml,,,,0.86,ak,ak0216e0ranf,2021-05-19T09:01:08.749Z,"48 km NNW of Yakutat, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-05-19T08:41:14.360Z,35.8628333,-117.686,9.89,0.68,ml,13,84,0.08391,0.12,ci,ci39658151,2021-05-19T15:18:20.895Z,"22km ESE of Little Lake, CA",earthquake,0.27,0.54,0.084,4,reviewed,ci,ci
2021-05-19T08:29:59.100Z,41.5318333,-112.1588333,3.08,0.96,md,14,69,0.08938,0.13,uu,uu60436482,2021-05-19T13:07:44.280Z,"4 km WSW of Corinne, Utah",earthquake,0.41,2.26,0.216,12,reviewed,uu,uu
2021-05-19T08:27:30.985Z,61.6448,-149.6954,34.9,0.8,ml,,,,0.43,ak,ak0216e0mk7e,2021-05-19T08:30:25.405Z,"5 km WNW of Meadow Lakes, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-05-19T08:22:17.090Z,36.1415,-118.072,3.06,0.85,ml,13,82,0.1774,0.14,ci,ci39658143,2021-05-19T17:36:25.691Z,"15km NW of Coso Junction, CA",earthquake,0.28,1.06,0.071,5,reviewed,ci,ci
2021-05-19T08:18:30.170Z,36.1446667,-118.073,3.52,1.2,ml,9,152,0.1787,0.05,ci,ci39658135,2021-05-19T13:23:53.894Z,"16km NW of Coso Junction, CA",earthquake,0.17,0.67,0.143,15,reviewed,ci,ci
2021-05-19T08:17:57.132Z,59.7435,-153.2701,11.3,0.1,ml,,,,0.23,ak,ak0216e0kgtl,2021-05-19T21:45:42.275Z,"47 km E of Pedro Bay, Alaska",earthquake,,1.6,,,reviewed,ak,ak
2021-05-19T08:15:29.670Z,38.1555,-113.0561667,3.19,1.07,md,6,165,0.06818,0.07,uu,uu60436477,2021-05-19T15:17:47.870Z,"13 km WSW of Minersville, Utah",earthquake,0.77,3.6,0.16,4,reviewed,uu,uu
2021-05-19T08:15:02.993Z,59.5899,-152.988,89.6,0.7,ml,,,,0.3,ak,ak0216e0jxgb,2021-05-19T08:20:14.171Z,"65 km WNW of Nanwalek, Alaska",earthquake,,0.8,,,automatic,ak,ak
2021-05-19T08:13:28.260Z,38.4838333,-112.8485,-0.06,0.49,ml,9,205,0.008102,0.07,uu,uu60436472,2021-05-19T14:09:27.130Z,"17 km NE of Milford, Utah",earthquake,0.64,0.19,0.035,2,reviewed,uu,uu
2021-05-19T08:11:43.030Z,33.2508333,-116.4026667,5.22,0.64,ml,32,80,0.02115,0.21,ci,ci39658127,2021-05-19T17:30:07.664Z,"3km WSW of Borrego Springs, CA",earthquake,0.24,0.38,0.187,11,reviewed,ci,ci
2021-05-19T08:10:03.714Z,37.1937,-115.5088,1.7,1,ml,14,172.82,0.389,0.2337,nn,nn00807578,2021-05-19T09:31:42.334Z,"35 km WSW of Alamo, Nevada",earthquake,,18.9,0.23,10,automatic,nn,nn
2021-05-19T08:05:43.553Z,60.3205,-152.8183,116.9,0.8,ml,,,,0.43,ak,ak0216e0hvf7,2021-05-19T08:08:52.669Z,"70 km WNW of Ninilchik, Alaska",earthquake,,1.3,,,automatic,ak,ak
2021-05-19T07:59:15.226Z,-10.9322,-73.9194,115.32,4.4,mb,,94,3.051,0.93,us,us7000e4ct,2021-05-19T09:24:07.040Z,"48 km ENE of Puerto Ocopa, Peru",earthquake,8.4,10.3,0.127,18,reviewed,us,us
2021-05-19T07:57:03.080Z,38.803833,-122.802002,1.08,0.49,md,14,59,0.006667,0.02,nc,nc73564540,2021-05-19T08:10:21.614Z,"5km NW of The Geysers, CA",earthquake,0.24,0.55,0.35,2,automatic,nc,nc
2021-05-19T07:48:03.363Z,23.347,-109.5518,10,3.9,mb,,274,4.644,0.7,us,us7000e4cp,2021-05-20T03:18:18.346Z,"22 km E of Miraflores, Mexico",earthquake,6.8,2,0.095,29,reviewed,us,us
2021-05-19T07:45:08.680Z,61.0142,-149.5279,29.7,0.9,ml,,,,0.73,ak,ak0216e04xro,2021-05-19T07:48:40.592Z,"12 km NNE of Hope, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-05-19T07:44:10.483Z,60.2097,-151.7495,69.9,1.2,ml,,,,0.35,ak,ak0216e04q5p,2021-05-19T07:48:40.409Z,"18 km NNW of Ninilchik, Alaska",earthquake,,2.7,,,automatic,ak,ak
2021-05-19T07:39:17.880Z,33.6588333,-117.3238333,5.09,0.49,ml,18,103,0.01615,0.13,ci,ci39658111,2021-05-19T17:20:18.605Z,"1km SSE of Lake Elsinore, CA",earthquake,0.27,0.42,0.074,7,reviewed,ci,ci
2021-05-19T07:39:04.082Z,39.1289,-120.022,9,0.9,ml,14,105.86,0.084,0.1809,nn,nn00807576,2021-05-19T18:31:01.915Z,"8 km WNW of Glenbrook, Nevada",earthquake,,1.5,0.19,7,reviewed,nn,nn
2021-05-19T07:35:41.664Z,31.84020996,-101.7966368,4.255126953000001,2,ml,20,45,0.1378963547,0.2,tx,tx2021jssm,2021-05-19T20:38:03.640Z,"29 km W of Garden City, Texas",earthquake,1.1509062800000003,1.775734792,0.1,10,reviewed,tx,tx
2021-05-19T07:34:55.449Z,61.7658,-151.2272,57.6,2.4,ml,,,,0.57,ak,ak0216e02ofm,2021-05-19T07:41:19.304Z,"26 km SSE of Skwentna, Alaska",earthquake,,1,,,automatic,ak,ak
2021-05-19T07:29:29.160Z,37.9249,-118.5943,11.2,1.4,ml,17,139.33,0.334,0.1183,nn,nn00807574,2021-05-19T18:21:39.662Z,"15 km NW of Benton, California",earthquake,,3,0.12,7,reviewed,nn,nn
2021-05-19T07:16:13.497Z,24.0642,145.0463,10,4.9,mb,,125,3.973,1.22,us,us7000e4cg,2021-05-19T07:34:39.040Z,"East of the Volcano Islands",earthquake,9.6,1.9,0.044,162,reviewed,us,us
2021-05-19T07:11:17.090Z,36.0185,-117.8108333,1.33,1.02,ml,21,53,0.03597,0.14,ci,ci39658095,2021-05-19T17:13:30.566Z,"12km NE of Little Lake, CA",earthquake,0.16,0.21,0.357,12,reviewed,ci,ci
2021-05-19T07:05:58.279Z,63.2792,-151.1116,0,1.1,ml,,,,0.73,ak,ak0216dzwgzk,2021-05-19T07:10:45.501Z,"42 km SE of Denali National Park, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-05-19T07:04:16.036Z,60.0395,-151.4153,41.3,1.1,ml,,,,0.58,ak,ak0216dzw5z7,2021-05-19T07:07:24.656Z,"14 km E of Ninilchik, Alaska",earthquake,,2,,,automatic,ak,ak
2021-05-19T06:57:48.550Z,47.476,-122.891333333333,15.66,0.94,ml,8,82,0.04648,0.09,uw,uw61724392,2021-05-19T16:46:53.740Z,"5 km WNW of Belfair, Washington",earthquake,0.64,0.84,0.175624072697418,3,reviewed,uw,uw
2021-05-19T06:57:47.400Z,62.0822,-150.3357,51,1.2,ml,,,,0.88,ak,ak0216dzm5q2,2021-05-19T07:10:45.323Z,"26 km SSW of Trapper Creek, Alaska",earthquake,,0.8,,,automatic,ak,ak
2021-05-19T06:57:25.002Z,38.18,-117.788,10.3,1.5,ml,24,68.5,0.058,0.1422,nn,nn00807569,2021-05-19T16:14:37.107Z,"36 km SE of Mina, Nevada",earthquake,,0.7,0.23,13,reviewed,nn,nn
2021-05-19T06:54:55.650Z,19.4606666564941,-154.865493774414,4.8600001335144,1.74,ml,38,227,,0.25999999,hv,hv72474922,2021-05-19T07:00:25.940Z,"5 km E of Leilani Estates, Hawaii",earthquake,1.2,0.779999971,4.02,3,automatic,hv,hv
2021-05-19T06:50:09.460Z,45.3685,-121.700333333333,2.78,0.15,md,5,112,0.03227,0.07,uw,uw61501603,2021-05-20T00:32:39.490Z,"8 km NNE of Government Camp, Oregon",earthquake,0.37,0.73,0.0191744914799987,4,reviewed,uw,uw
2021-05-19T06:49:12.090Z,45.3791666666667,-121.7,4.32,0,md,4,132,0.02316,0.14,uw,uw61501593,2021-05-19T18:06:22.120Z,"9 km NNE of Government Camp, Oregon",earthquake,1.04,1.45,0.169471028177996,4,reviewed,uw,uw
2021-05-19T06:47:37.809Z,-52.4212,15.6709,10,4.9,mb,,100,20.375,1.08,us,us7000e4cb,2021-05-19T07:05:30.040Z,"southwest of Africa",earthquake,11.9,1.9,0.106,28,reviewed,us,us
2021-05-19T06:47:30.960Z,19.4256666666667,-155.493,9.18,1.56,md,48,38,,0.13,hv,hv72474912,2021-05-19T19:42:07.060Z,"24 km N of Pāhala, Hawaii",earthquake,0.31,0.34,0.17079976514508,19,reviewed,hv,hv
2021-05-19T06:41:58.920Z,61.6508,-146.3742,33.9,1.1,ml,,,,0.86,ak,ak0216dzir6b,2021-05-19T06:45:11.766Z,"43 km SSE of Nelchina, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-05-19T06:37:30.139Z,31.67860846,-104.4062441,6.877099609,1.5,ml,15,54,0.08120368699,0.2,tx,tx2021jsqn,2021-05-20T01:11:02.927Z,"55 km S of Whites City, New Mexico",earthquake,1.256780441,1.527159583,0.1,7,reviewed,tx,tx
2021-05-19T06:36:07.557Z,61.448,-150.0585,9.8,2.5,ml,,,,0.86,ak,ak0216dzhkqo,2021-05-19T06:48:52.302Z,"Southern Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-05-19T06:31:19.638Z,38.1772,-117.7885,10.1,1,ml,17,100.84,0.06,0.1475,nn,nn00807568,2021-05-19T17:59:56.429Z,"36 km SE of Mina, Nevada",earthquake,,1,0.48,6,reviewed,nn,nn
2021-05-19T06:26:22.190Z,38.4823333,-112.85,-0.2,-0.55,md,8,201,0.00872,0.05,uu,uu60436467,2021-05-19T13:18:32.800Z,"16 km NE of Milford, Utah",earthquake,0.54,0.12,0.524,2,reviewed,uu,uu
2021-05-19T06:25:54.384Z,66.3667,-157.2505,0,2.7,ml,,,,0.69,ak,ak0216dzfbdp,2021-05-19T06:38:40.517Z,"58 km S of Shungnak, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-05-19T06:11:00.054Z,60.0223,-147.9695,15.1,1.6,ml,,,,0.6,ak,ak0216dzc75h,2021-05-19T06:14:16.961Z,"5 km SSE of Chenega, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-05-19T06:10:39.045Z,39.1314,-120.0351,9.9,1.4,ml,18,58.93,0.091,0.1898,nn,nn00807565,2021-05-19T16:48:44.307Z,"8 km SE of Dollar Point, California",earthquake,,1.3,0.22,8,reviewed,nn,nn
2021-05-19T05:46:07.630Z,33.9831667,-118.324,8.1,1.16,ml,25,67,0.03218,0.18,ci,ci39658071,2021-05-19T17:05:52.514Z,"3km ESE of View Park-Windsor Hills, CA",earthquake,0.33,0.66,0.263,8,reviewed,ci,ci
2021-05-19T05:37:31.680Z,37.3846667,-113.4101667,11.01,1.09,ml,7,100,0.2287,0.21,uu,uu60436462,2021-05-19T15:47:40.730Z,"9 km E of Pine Valley, Utah",earthquake,1.11,2.73,0.117,4,reviewed,uu,uu
2021-05-19T05:25:38.140Z,37.514,-118.7553333,2.79,0.52,md,12,275,0.09591,0.03,nc,nc73564510,2021-05-19T07:44:20.203Z,"8km SW of Toms Place, CA",earthquake,1.56,2.67,0.131,10,reviewed,nc,nc
2021-05-19T05:10:23.949Z,36.172,-97.2875,7.9,1.13,ml,64,39,0.09808075321,0.23,ok,ok2021jsnr,2021-05-19T12:57:34.614Z,"8 km ENE of Orlando, Oklahoma",earthquake,,0.6,0.22,29,reviewed,ok,ok
2021-05-19T05:04:52.593Z,63.1637,-150.3991,119.2,2.3,ml,,,,0.61,ak,ak0216dypdlm,2021-05-19T15:04:50.999Z,"76 km NNE of Petersville, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-05-19T05:02:08.930Z,19.2089996337891,-155.412673950195,34.2599983215332,1.83000004,md,41,153,,0.119999997,hv,hv72474792,2021-05-19T05:05:21.540Z,"6 km E of Pāhala, Hawaii",earthquake,0.54,0.699999988,1.83000004,4,automatic,hv,hv
2021-05-19T05:00:28.670Z,24.8061,121.9125,9.36,3.9,mb,,55,0.412,0.77,us,us7000e4bw,2021-05-19T10:16:49.040Z,"17 km ENE of Yilan, Taiwan",earthquake,2.2,1,0.257,4,reviewed,us,us
2021-05-19T04:57:52.730Z,38.8181648,-122.8243332,2.14,0.36,md,8,132,0.01003,0.01,nc,nc73564505,2021-05-19T07:30:21.864Z,"7km NW of The Geysers, CA",earthquake,0.39,2.53,,1,automatic,nc,nc
2021-05-19T04:48:56.030Z,38.8326683,-122.8176651,1.57,0.77,md,17,68,0.011,0.01,nc,nc73564500,2021-05-19T07:21:20.199Z,"8km NW of The Geysers, CA",earthquake,0.22,0.66,0.49,2,automatic,nc,nc
2021-05-19T04:42:54.400Z,34.1523333,-116.4436667,6.27,1.35,ml,44,53,0.05432,0.16,ci,ci39658063,2021-05-19T16:43:58.376Z,"4km NNW of Yucca Valley, CA",earthquake,0.16,0.45,0.121,41,reviewed,ci,ci
2021-05-19T04:23:59.430Z,35.9941667,-117.6828333,3.89,1.3,ml,17,83,0.05315,0.09,ci,ci39658055,2021-05-19T16:16:28.304Z,"21km ENE of Little Lake, CA",earthquake,0.17,0.34,0.068,10,reviewed,ci,ci
2021-05-19T04:18:49.360Z,37.2055,-119.5551667,30.12,2.04,md,13,93,0.2613,0.1,nc,nc73564495,2021-05-19T15:58:19.559Z,"4km SW of North Fork, CA",earthquake,0.34,0.91,0.12,5,reviewed,nc,nc
2021-05-19T04:16:29.454Z,54.4381,-161.6103,4.9,2,ml,,,,0.37,ak,ak0216dy6hap,2021-05-19T20:56:56.838Z,"82 km SSE of King Cove, Alaska",earthquake,,4.1,,,reviewed,ak,ak
2021-05-19T04:10:52.840Z,44.5675,-122.491,4.07,1,ml,10,89,0.1818,0.36,uw,uw61724387,2021-05-19T16:24:40.410Z,"18 km N of Cascadia, Oregon",earthquake,0.64,1.87,0.0413733217501675,4,reviewed,uw,uw
2021-05-19T04:03:02.760Z,34.1526667,-116.445,7.23,0.97,ml,28,53,0.0547,0.12,ci,ci39658047,2021-05-19T16:11:55.153Z,"4km NNW of Yucca Valley, CA",earthquake,0.16,0.46,0.097,12,reviewed,ci,ci
