time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-05-14T22:15:42.250Z,36.5595,-121.1356667,8.88,1.6,md,19,119,0.02904,0.07,nc,nc73562605,2021-05-19T02:19:13.274Z,"3km NNE of Pinnacles, CA",earthquake,0.25,0.31,0.321,24,reviewed,nc,nc
2021-05-14T22:12:29.240Z,17.948,-66.8371,9,2.99,md,21,204,0.2496,0.17,pr,pr2021134012,2021-05-14T22:59:33.232Z,"5 km SSW of Indios, Puerto Rico",earthquake,0.63,0.59,0.25,21,reviewed,pr,pr
2021-05-14T22:11:14.900Z,37.9018333,-118.553,6.89,2.61,md,40,61,0.1994,0.06,nc,nc73562600,2021-05-15T23:24:10.040Z,"39km NNE of Toms Place, CA",earthquake,0.2,1.63,0.163,43,reviewed,nc,nc
2021-05-14T21:55:16.999Z,51.5979,-176.3675,48.05,3.8,mb,,206,0.264,0.56,us,us7000e38a,2021-05-14T22:51:05.040Z,"35 km SSE of Adak, Alaska",earthquake,3.6,5.7,0.088,34,reviewed,us,us
2021-05-14T21:51:27.540Z,19.3395,-155.128666666667,5.37,2.3,ml,23,122,,0.17,hv,hv72468642,2021-05-14T22:19:10.850Z,"13 km S of Fern Forest, Hawaii",earthquake,0.42,0.93,0.125238814909363,19,reviewed,hv,hv
2021-05-14T21:51:23.710Z,19.3498333333333,-155.122166666667,4.9,2.06,ml,45,131,,0.14,hv,hv72468632,2021-05-14T22:09:22.170Z,"12 km S of Fern Forest, Hawaii",earthquake,0.36,0.53,0.143249996159891,12,reviewed,hv,hv
2021-05-14T21:48:20.021Z,59.65,-148.2998,24.8,2.4,ml,,,,0.76,ak,ak02165ysxqz,2021-05-14T21:54:24.257Z,"49 km SSW of Chenega, Alaska",earthquake,,0.9,,,automatic,ak,ak
2021-05-14T21:41:52.545Z,14.4536,-93.5307,10,4.6,mb,,187,1.779,0.7,us,us7000e37w,2021-05-15T23:12:29.040Z,"117 km SSW of La Esperanza (El Zapotal), Mexico",earthquake,8.4,1.9,0.037,213,reviewed,us,us
2021-05-14T21:37:38.860Z,39.6236667,-123.4475,7.72,1.62,md,15,58,0.023,0.06,nc,nc73562595,2021-05-15T01:00:14.052Z,"8km SSE of Laytonville, CA",earthquake,0.21,0.52,0.132,16,reviewed,nc,nc
2021-05-14T21:34:29.190Z,35.8758333,-117.6915,4.59,0.69,ml,13,78,0.07928,0.09,ci,ci39653591,2021-05-18T21:14:58.262Z,"20km ESE of Little Lake, CA",earthquake,0.18,0.36,0.148,6,reviewed,ci,ci
2021-05-14T21:32:14.890Z,35.7586667,-117.5873333,3.95,1.49,ml,32,62,0.05755,0.16,ci,ci39653575,2021-05-18T21:23:26.080Z,"17km W of Searles Valley, CA",earthquake,0.19,0.48,0.135,25,reviewed,ci,ci
2021-05-14T21:26:22.400Z,19.1814994812012,-155.48583984375,31.3500003814697,1.92,ml,39,82,,0.129999995,hv,hv72468602,2021-05-14T21:31:52.320Z,"2 km SSW of Pāhala, Hawaii",earthquake,0.61,0.889999986,0.16,3,automatic,hv,hv
2021-05-14T21:22:12.270Z,47.486,-113.834,18.28,0.02,md,9,153,0.114,0.12,mb,mb80502414,2021-05-17T13:20:27.890Z,"10 km WSW of Condon, Montana",earthquake,0.5,0.93,0.009,2,reviewed,mb,mb
2021-05-14T21:21:11.040Z,33.4936667,-116.4715,4.07,0.6,ml,24,100,0.04841,0.16,ci,ci39653559,2021-05-18T21:26:51.018Z,"20km ESE of Anza, CA",earthquake,0.24,0.46,0.154,13,reviewed,ci,ci
2021-05-14T20:56:11.242Z,31.72256898,-104.5574549,6.774267578,2.7,ml,10,84,0.04766019205,0.3,tx,tx2021jkpk,2021-05-15T18:02:41.040Z,"53 km SSW of Whites City, New Mexico",earthquake,2.029198989,1.2333629589999997,0.2,6,reviewed,tx,tx
2021-05-14T20:44:33.582Z,60.613,-150.1638,35.1,2,ml,,,,0.61,ak,ak02165y6od9,2021-05-14T20:49:09.706Z,"23 km NW of Cooper Landing, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-05-14T20:39:41.160Z,34.1765,-117.927,-0.81,1.12,ml,14,90,0.04628,0.22,ci,ci39653511,2021-05-18T22:23:13.264Z,"5km NNW of Azusa, CA",quarry blast,0.58,31.61,0.236,5,reviewed,ci,ci
2021-05-14T20:38:49.700Z,17.957,-67.0233,7,2.19,md,6,227,0.0994,0.05,pr,pr2021134011,2021-05-14T21:27:19.120Z,"3 km SE of La Parguera, Puerto Rico",earthquake,0.56,0.35,0.04,5,reviewed,pr,pr
2021-05-14T20:38:23.860Z,32.11761475,-102.1621332,6.822875977,1.8,ml,19,61,0.01274882627,0.1,tx,tx2021jkot,2021-05-14T20:51:31.665Z,"15 km NNW of Midland, Texas",earthquake,0.8223488817,0.7903866807999999,0.2,10,reviewed,tx,tx
2021-05-14T20:31:36.745Z,61.7013,-150.7672,25.8,1.8,ml,,,,0.6,ak,ak02165y3wd1,2021-05-14T20:45:19.038Z,"22 km NW of Susitna, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-05-14T20:29:53.385Z,-17.4898,-69.8046,10,4.2,mb,,111,0.325,1.11,us,us7000e374,2021-05-18T14:22:36.040Z,"23 km ENE of Estique, Peru",earthquake,8,1.1,0.166,10,reviewed,us,us
2021-05-14T20:22:27.590Z,19.2373332977295,-155.393997192383,33.6300010681152,2,md,42,140,,0.129999995,hv,hv72468532,2021-05-14T20:25:44.040Z,"9 km ENE of Pāhala, Hawaii",earthquake,0.64,0.870000005,0.25,13,automatic,hv,hv
2021-05-14T20:13:33.748Z,38.1814,-117.8633,5.9,1.4,ml,17,105.67,0.021,0.144,nn,nn00807248,2021-05-14T22:26:01.376Z,"31 km SE of Mina, Nevada",earthquake,,1,0.2,7,reviewed,nn,nn
2021-05-14T20:12:30.580Z,45.1801667,-112.4251667,-2,1.73,ml,16,106,0.219,0.16,mb,mb80502209,2021-05-14T20:27:26.510Z,"17 km ESE of Dillon, Montana",quarry blast,0.46,31.61,0.174,9,reviewed,mb,mb
2021-05-14T20:03:26.630Z,35.8755,-117.6846667,6.31,0.61,ml,13,82,0.07742,0.15,ci,ci37474829,2021-05-18T21:34:29.410Z,"21km ESE of Little Lake, CA",earthquake,0.32,0.83,0.03,3,reviewed,ci,ci
2021-05-14T20:02:42.760Z,35.8748333,-117.6918333,4.46,1.3,ml,24,46,0.0803,0.15,ci,ci39653439,2021-05-18T21:32:10.332Z,"20km ESE of Little Lake, CA",earthquake,0.18,0.39,0.137,17,reviewed,ci,ci
2021-05-14T20:00:43.140Z,32.8181667,-117.07,-0.18,0.93,ml,25,198,0.0836,0.2,ci,ci39653431,2021-05-18T21:40:50.782Z,"7km NW of La Mesa, CA",quarry blast,0.87,31.61,0.086,4,reviewed,ci,ci
2021-05-14T19:58:00.300Z,18.0888,-67.003,14,2.25,md,4,219,0.1347,0.1,pr,pr2021134010,2021-05-14T21:04:12.144Z,"4 km E of San Germán, Puerto Rico",earthquake,3.26,0.78,0.13,4,reviewed,pr,pr
2021-05-14T19:55:33.175Z,60.4604,-151.4891,57.8,1.4,ml,,,,0.58,ak,ak02165xnllz,2021-05-14T19:59:54.294Z,"11 km WNW of Kalifornsky, Alaska",earthquake,,1,,,automatic,ak,ak
2021-05-14T19:53:41.370Z,38.838501,-122.8375015,1.36,0.62,md,12,112,0.001576,0.01,nc,nc73562585,2021-05-14T20:59:15.624Z,"10km NW of The Geysers, CA",earthquake,0.3,0.52,0.25,2,automatic,nc,nc
2021-05-14T19:44:51.480Z,38.8408318,-122.8246689,1.81,0.86,md,9,108,0.00874,0.01,nc,nc73562575,2021-05-14T20:48:13.551Z,"9km WNW of Cobb, CA",earthquake,0.69,1.61,,1,automatic,nc,nc
2021-05-14T19:41:44.638Z,63.5736,-150.5746,0,1.6,ml,,,,0.89,ak,ak02165xkmgt,2021-05-14T19:47:02.683Z,"57 km E of Denali National Park, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-05-14T19:38:04.290Z,46.8766666666667,-121.737166666667,-1.85,0.67,ml,7,216,0.006723,0.08,uw,uw61732691,2021-05-18T04:58:23.900Z,"25 km ENE of Ashford, Washington",earthquake,1.19,0.73,0.127668519142163,4,reviewed,uw,uw
2021-05-14T19:37:46.070Z,38.821167,-122.7841644,1.24,0.87,md,13,66,0.008351,0.07,nc,nc73562565,2021-05-14T20:37:12.483Z,"5km W of Cobb, CA",earthquake,0.33,0.74,0.31,2,automatic,nc,nc
2021-05-14T19:37:14.760Z,33.49,-116.4978333,10.76,0.97,ml,25,59,0.0728,0.15,ci,ci39653391,2021-05-17T14:16:33.342Z,"18km ESE of Anza, CA",earthquake,0.21,0.47,0.15,15,reviewed,ci,ci
2021-05-14T19:35:06.160Z,17.8376,-66.8721,5,2.12,md,3,322,0.2914,0.36,pr,pr2021134007,2021-05-14T21:01:33.896Z,"15 km SSE of Guánica, Puerto Rico",earthquake,2.91,2.5,0.16,3,reviewed,pr,pr
2021-05-14T19:25:56.770Z,35.631,-117.4008333,4.17,0.5,ml,4,192,0.06687,0.09,ci,ci37474837,2021-05-18T23:29:20.705Z,"15km S of Trona, CA",earthquake,0.43,31.61,0.234,1,reviewed,ci,ci
2021-05-14T19:25:28.120Z,35.8725,-117.6908333,4.5,0.85,ml,18,50,0.0821,0.08,ci,ci39653383,2021-05-18T21:44:05.020Z,"21km ESE of Little Lake, CA",earthquake,0.12,0.27,0.142,10,reviewed,ci,ci
2021-05-14T19:19:56.840Z,17.9086,-66.9045,10,2.07,md,4,236,0.2272,0.15,pr,pr2021134009,2021-05-14T21:03:05.784Z,"6 km S of Guánica, Puerto Rico",earthquake,3.68,13.18,0.09,4,reviewed,pr,pr
2021-05-14T19:15:13.924Z,-31.4167,-178.0001,4.56,4.9,mb,,110,2.165,0.93,us,us7000e36g,2021-05-15T17:14:13.040Z,"Kermadec Islands region",earthquake,10.5,4.2,0.099,36,reviewed,us,us
2021-05-14T19:14:30.420Z,35.875,-117.6916667,4.91,0.96,ml,23,46,0.0801,0.11,ci,ci39653359,2021-05-18T22:03:49.137Z,"20km ESE of Little Lake, CA",earthquake,0.14,0.28,0.164,13,reviewed,ci,ci
2021-05-14T19:14:10.500Z,17.9078,-66.86,14,3.33,md,25,208,0.07,0.11,pr,pr2021134008,2021-05-15T16:56:40.040Z,"8 km SSE of Maria Antonia, Puerto Rico",earthquake,0.45,0.5,0.2,20,reviewed,pr,pr
2021-05-14T19:07:04.680Z,46.017,-112.471,-2,1.86,ml,22,125,0.06,0.12,mb,mb80502194,2021-05-14T19:56:23.730Z,"5 km ENE of Butte, Montana",quarry blast,1.34,31.61,0.132,4,reviewed,mb,mb
2021-05-14T19:04:41.393Z,69.597,-144.7374,5.19,2.8,ml,,81,0.327,0.73,us,us7000e365,2021-05-15T16:18:12.040Z,"73 km SW of Kaktovik, Alaska",earthquake,6,8.1,0.045,66,reviewed,us,us
2021-05-14T19:01:48.265Z,38.1637,-118.0732,7.6,0.8,ml,16,148.9,0.017,0.0926,nn,nn00807245,2021-05-14T22:57:31.168Z,"25 km S of Mina, Nevada",earthquake,,1,0.67,5,reviewed,nn,nn
2021-05-14T18:56:29.970Z,19.2373332977295,-155.380172729492,32.7400016784668,1.79,ml,43,151,,0.140000001,hv,hv72468412,2021-05-14T19:02:01.720Z,"11 km ENE of Pāhala, Hawaii",earthquake,0.59,0.779999971,0.56,3,automatic,hv,hv
2021-05-14T18:54:37.958Z,63.1061,-152.0619,10.4,0.7,ml,,,,0.83,ak,ak02165x1y1r,2021-05-14T21:14:49.713Z,"51 km SSW of Denali National Park, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2021-05-14T18:51:31.897Z,32.11853027,-102.1610614,6.994059245,2.3,ml,19,57,0.01222211881,0.1,tx,tx2021jklg,2021-05-14T19:17:26.124Z,"15 km NNW of Midland, Texas",earthquake,0.7035832792,1.402618939,0.2,13,reviewed,tx,tx
2021-05-14T18:51:22.721Z,14.4997,-93.5052,10,4.5,mb,,188,1.753,0.75,us,us7000e36e,2021-05-15T16:06:03.040Z,"111 km SSW of La Esperanza (El Zapotal), Mexico",earthquake,5.8,1.9,0.047,140,reviewed,us,us
2021-05-14T18:51:05.612Z,60.9076,-151.8067,84.1,1.1,ml,,,,0.59,ak,ak02165x190h,2021-05-14T18:54:42.813Z,"37 km NW of Nikiski, Alaska",earthquake,,1.4,,,automatic,ak,ak
2021-05-14T18:41:14.840Z,17.9583,-67.0116,11,1.83,md,3,265,0.1092,0.03,pr,pr2021134005,2021-05-14T19:02:18.330Z,"4 km ESE of La Parguera, Puerto Rico",earthquake,4.45,4.99,0.03,3,reviewed,pr,pr
2021-05-14T18:40:01.690Z,36.0956667,-117.8613333,2.67,0.99,ml,24,54,0.02249,0.16,ci,ci39653327,2021-05-17T16:21:45.788Z,"10km NE of Coso Junction, CA",earthquake,0.24,0.47,0.183,14,reviewed,ci,ci
2021-05-14T18:38:49.490Z,38.8411674,-122.8383331,1.8,0.87,md,21,88,0.003401,0.02,nc,nc73562555,2021-05-14T18:59:15.341Z,"10km NW of The Geysers, CA",earthquake,0.23,0.41,0.09,5,automatic,nc,nc
2021-05-14T18:38:44.990Z,37.0331667,-121.775,1.47,1.47,md,22,58,0.05985,0.14,nc,nc73562550,2021-05-19T05:03:21.894Z,"6km NNE of Corralitos, CA",earthquake,0.36,1.79,0.185,20,reviewed,nc,nc
2021-05-14T18:38:22.670Z,35.0593333,-118.3368333,-1.01,1.09,ml,22,44,0.06868,0.16,ci,ci39653319,2021-05-18T00:01:00.662Z,"13km SE of Tehachapi, CA",quarry blast,0.34,31.61,0.102,14,reviewed,ci,ci
2021-05-14T18:37:52.033Z,28.50860596,-98.14694393,3.00793457,1.6,ml,10,142,0.04358641816,0.3,tx,tx2021jkku,2021-05-17T21:21:02.539Z,"6 km NNE of Three Rivers, Texas",earthquake,4.272692411999999,2.043199399,0.2,7,reviewed,tx,tx
2021-05-14T18:37:21.070Z,46.9085,-112.5236667,12.84,1.71,ml,19,71,0.067,0.17,mb,mb80502184,2021-05-14T19:46:13.350Z,"13 km ESE of Lincoln, Montana",earthquake,0.45,0.48,0.255,11,reviewed,mb,mb
2021-05-14T18:33:41.753Z,60.7505,-141.3038,0,1,ml,,,,1.05,ak,ak02165wxgwv,2021-05-14T18:39:20.544Z,"115 km SE of McCarthy, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-05-14T18:31:55.277Z,63.7731,-148.9694,94.2,1.7,ml,,,,0.6,ak,ak02165wx2n0,2021-05-14T18:45:31.499Z,"5 km NNW of McKinley Park, Alaska",earthquake,,0.9,,,automatic,ak,ak
2021-05-14T18:31:35.960Z,37.9028333,-118.5595,6.11,1.49,md,15,123,0.2038,0.08,nc,nc73562545,2021-05-14T23:50:14.669Z,"39km NNE of Toms Place, CA",earthquake,0.4,4.24,0.185,17,reviewed,nc,nc
2021-05-14T18:30:43.420Z,34.3995,-96.866,0,1.64,ml,24,177,0.2429523245,0.42,ok,ok2021jkko,2021-05-17T16:05:46.867Z,"3 km W of Mill Creek, Oklahoma",quarry blast,,0.8,0.22,11,reviewed,ok,ok
2021-05-14T18:28:38.890Z,35.8678333,-117.6691667,4.01,-0.05,ml,7,127,0.07805,0.2,ci,ci39653311,2021-05-17T16:03:38.377Z,"23km ESE of Little Lake, CA",earthquake,0.54,1.03,0.015,2,reviewed,ci,ci
2021-05-14T18:25:57.040Z,36.5626667,-121.1168333,4.23,1.94,md,26,94,0.0384,0.08,nc,nc73562540,2021-05-19T01:00:15.864Z,"4km NE of Pinnacles, CA",earthquake,0.22,0.39,0.149,28,reviewed,nc,nc
2021-05-14T18:23:47.120Z,47.1853333333333,-121.866,-0.77,0.69,md,10,222,0.05119,0.15,uw,uw61732656,2021-05-18T04:48:56.580Z,"Washington",explosion,1.6,31.61,0.291557926236883,6,reviewed,uw,uw
2021-05-14T18:16:10.740Z,33.072,-115.0063333,-0.25,1.44,ml,13,129,0.1023,0.25,ci,ci39653303,2021-05-17T16:01:23.364Z,"45km NE of Holtville, CA",quarry blast,0.78,31.61,0.188,5,reviewed,ci,ci
2021-05-14T18:03:42.050Z,18.0401,-66.8523,18,1.84,md,4,181,0.2595,0.05,pr,pr2021134006,2021-05-14T19:03:46.737Z,"Puerto Rico region",earthquake,4.4,1.55,0.03,4,reviewed,pr,pr
2021-05-14T17:44:32.470Z,38.8181648,-122.7665024,1.99,0.8,md,14,104,0.01211,0.03,nc,nc73562535,2021-05-14T18:03:14.860Z,"4km W of Cobb, CA",earthquake,0.25,0.56,0.1,4,automatic,nc,nc
2021-05-14T17:44:27.340Z,38.8175,-122.7656667,1.76,0.61,md,33,105,0.01247,0.03,nc,nc73562530,2021-05-19T01:17:15.950Z,"4km W of Cobb, CA",earthquake,0.16,0.21,0.153,4,reviewed,nc,nc
2021-05-14T17:40:40.390Z,37.5535,-118.836,2.76,0.45,md,9,283,0.03687,0.03,nc,nc73562525,2021-05-14T18:21:13.965Z,"14km W of Toms Place, CA",earthquake,1.97,1.25,0.203,10,reviewed,nc,nc
2021-05-14T17:39:59.840Z,17.976,-66.8546,11,2.31,md,10,204,0.2568,0.12,pr,pr2021134004,2021-05-14T19:01:20.593Z,"3 km E of Maria Antonia, Puerto Rico",earthquake,0.4,0.36,0.09,8,reviewed,pr,pr
2021-05-14T17:39:18.080Z,38.8230019,-122.793663,2.99,0.84,md,11,122,0.01283,0.02,nc,nc73562520,2021-05-14T17:52:15.791Z,"6km NNW of The Geysers, CA",earthquake,0.45,1.12,,1,automatic,nc,nc
2021-05-14T17:35:57.350Z,44.6955,-110.08,9.17,1.77,md,9,134,0.07022,0.16,uu,uu60436012,2021-05-14T19:50:15.540Z,"35 km SSW of Silver Gate, Montana",earthquake,0.64,1.02,0.145,7,reviewed,uu,uu
2021-05-14T17:32:04.430Z,33.8386667,-117.488,-0.48,1.87,ml,58,40,0.04159,0.22,ci,ci39653263,2021-05-14T18:05:40.215Z,"5km SE of Home Gardens, CA",quarry blast,0.29,31.61,0.191,86,reviewed,ci,ci
2021-05-14T17:23:37.712Z,38.1029,-118.2172,2.2,1.8,ml,22,83.24,0.142,0.1441,nn,nn00807243,2021-05-14T22:16:39.586Z,"33 km SSW of Mina, Nevada",earthquake,,1.6,0.31,11,reviewed,nn,nn
2021-05-14T17:23:21.760Z,38.8235016,-122.7671661,2.26,0.87,md,11,69,0.007282,0.01,nc,nc73562515,2021-05-14T17:33:14.674Z,"4km W of Cobb, CA",earthquake,0.32,0.77,0.27,3,automatic,nc,nc
2021-05-14T17:19:18.000Z,38.7821667,-122.747,-0.3,-0.09,md,12,85,0.008101,0.1,nc,nc73562510,2021-05-19T01:24:51.290Z,"1km ENE of The Geysers, CA",earthquake,0.29,0.86,0.164,2,reviewed,nc,nc
2021-05-14T17:18:23.500Z,35.7108333,-117.5466667,10.51,0.59,ml,14,92,0.1126,0.15,ci,ci39653239,2021-05-14T17:45:35.191Z,"14km WSW of Searles Valley, CA",earthquake,0.34,0.74,0.144,5,reviewed,ci,ci
2021-05-14T17:05:59.780Z,37.7688333,-122.2328333,7.09,1.57,md,35,42,0.03477,0.11,nc,nc73562505,2021-05-19T01:17:16.949Z,"1km ENE of Alameda, CA",earthquake,0.21,0.29,0.342,26,reviewed,nc,nc
2021-05-14T16:56:06.280Z,35.9215,-117.7303333,8.46,0.68,ml,19,48,0.07003,0.13,ci,ci39653199,2021-05-14T18:09:36.236Z,"16km E of Little Lake, CA",earthquake,0.19,0.5,0.21,10,reviewed,ci,ci
2021-05-14T16:50:56.970Z,32.6126667,-115.7418333,9.58,1.2,ml,12,206,0.03882,0.16,ci,ci39653191,2021-05-14T17:42:12.611Z,"15km WNW of Progreso, B.C., MX",earthquake,0.56,0.44,0.11,6,reviewed,ci,ci
2021-05-14T16:46:46.460Z,33.947,-116.9193333,16.74,0.55,ml,21,100,0.1033,0.14,ci,ci39653183,2021-05-14T18:21:08.675Z,"5km WNW of Banning, CA",earthquake,0.24,0.81,0.174,9,reviewed,ci,ci
2021-05-14T16:45:16.912Z,31.64203712,-104.2143345,6.877099609,1.9,ml,22,56,0.1516881502,0.3,tx,tx2021jkhb,2021-05-14T17:54:45.392Z,"54 km NW of Toyah, Texas",earthquake,1.055279925,1.52111665,0.1,12,reviewed,tx,tx
2021-05-14T16:42:13.460Z,55.3945,-161.859666666667,16.08,0.71,ml,6,98,,0.18,av,av91243321,2021-05-15T05:05:47.840Z,"47 km NE of King Cove, Alaska",earthquake,1.34,1.08,0.101298103470581,4,reviewed,av,av
2021-05-14T16:42:04.444Z,25.0208,95.1534,102.8,4.5,mb,,109,1.106,0.81,us,us7000e34s,2021-05-14T17:22:27.040Z,"97 km SE of Phek, India",earthquake,8.8,7.6,0.092,35,reviewed,us,us
2021-05-14T16:39:43.610Z,33.1378333,-115.9686667,7.56,1.17,ml,31,44,0.1243,0.19,ci,ci39653151,2021-05-14T19:01:10.020Z,"15km E of Ocotillo Wells, CA",earthquake,0.22,0.94,0.14,17,reviewed,ci,ci
2021-05-14T16:36:19.640Z,34.3386667,-116.8865,-1.41,1.05,ml,21,74,0.04973,0.21,ci,ci39653143,2021-05-14T17:21:09.262Z,"9km NNW of Big Bear City, CA",quarry blast,0.41,31.61,0.125,14,reviewed,ci,ci
2021-05-14T16:15:45.840Z,35.80833333,-95.0425,0,1.67,ml,33,87,0.4697078273,0.34,ok,ok2021jkgc,2021-05-17T15:30:49.350Z,"1 km SE of Zeb, Oklahoma",quarry blast,,0.5,0.21,10,reviewed,ok,ok
2021-05-14T16:04:49.040Z,33.8238333,-116.0898333,12.18,0.63,ml,9,105,0.1129,0.16,ci,ci37474853,2021-05-19T00:00:50.144Z,"16km NE of Indio, CA",earthquake,0.4,1.22,0.033,1,reviewed,ci,ci
2021-05-14T16:04:45.780Z,34.0386667,-116.9455,15.49,1.13,ml,39,69,0.01121,0.15,ci,ci39653079,2021-05-18T23:57:29.560Z,"9km E of Yucaipa, CA",earthquake,0.17,0.39,0.147,29,reviewed,ci,ci
2021-05-14T15:59:14.191Z,31.64019882,-104.2143216,7.905419922,1.6,ml,12,65,0.1533023624,0.3,tx,tx2021jkfo,2021-05-14T19:16:18.367Z,"53 km NW of Toyah, Texas",earthquake,1.352915177,2.115841624,0.2,7,reviewed,tx,tx
2021-05-14T15:55:35.340Z,35.9388333,-117.685,2.67,1.52,ml,31,41,0.02951,0.15,ci,ci39653071,2021-05-18T23:49:24.640Z,"20km E of Little Lake, CA",earthquake,0.15,0.25,0.131,27,reviewed,ci,ci
2021-05-14T15:53:36.091Z,38.1488,-117.998,3.1,1.1,ml,18,137.81,0.032,0.101,nn,nn00807239,2021-05-14T22:54:20.112Z,"28 km SSE of Mina, Nevada",earthquake,,1.2,0.32,7,reviewed,nn,nn
2021-05-14T15:44:41.150Z,18.0038,-66.8765,13,2.84,md,18,174,0.2331,0.25,pr,pr2021134003,2021-05-14T16:19:14.105Z,"1 km SSW of Palomas, Puerto Rico",earthquake,0.84,0.4,0.32,6,reviewed,pr,pr
2021-05-14T15:43:32.000Z,19.201000213623,-155.460830688477,35.939998626709,2.11,ml,51,108,,0.109999999,hv,hv72468257,2021-05-14T18:41:31.040Z,"1 km E of Pāhala, Hawaii",earthquake,0.54,0.649999976,2.99,17,automatic,hv,hv
2021-05-14T15:40:50.276Z,62.1447,-152.1305,106.3,1.9,ml,,,,0.36,ak,ak02165v6or3,2021-05-14T15:56:15.732Z,"41 km WNW of Skwentna, Alaska",earthquake,,0.9,,,automatic,ak,ak
2021-05-14T15:33:56.068Z,9.341,-83.9818,39.08,4.2,mb,,129,0.398,0.91,us,us7000e345,2021-05-19T02:49:52.922Z,"22 km ESE of Quepos, Costa Rica",earthquake,4.9,5.9,0.118,20,reviewed,us,us
2021-05-14T15:30:34.077Z,61.8724,-151.0487,60.4,1.6,ml,,,,0.47,ak,ak02165v4icv,2021-05-14T15:44:53.831Z,"22 km SE of Skwentna, Alaska",earthquake,,0.7,,,automatic,ak,ak
2021-05-14T15:26:26.950Z,37.9053333,-118.5571667,4.15,1.6,md,24,122,0.2012,0.05,nc,nc73562495,2021-05-14T23:42:16.619Z,"40km NNE of Toms Place, CA",earthquake,0.28,5.11,0.133,21,reviewed,nc,nc
2021-05-14T15:17:51.720Z,32.886,-116.2071667,11.86,0.98,ml,33,74,0.106,0.19,ci,ci39652999,2021-05-18T23:36:38.758Z,"26km NW of Ocotillo, CA",earthquake,0.23,0.73,0.125,17,reviewed,ci,ci
2021-05-14T15:17:51.140Z,33.7618333,-116.6933333,5.35,-0.28,ml,7,287,0.05006,0.17,ci,ci37474845,2021-05-18T23:40:57.025Z,"3km NE of Idyllwild, CA",earthquake,1.51,0.99,0.317,2,reviewed,ci,ci
2021-05-14T15:09:51.030Z,47.9225,-121.877833333333,14.8,1.55,ml,20,65,0.1258,0.27,uw,uw61732616,2021-05-14T17:35:23.250Z,"5 km NNE of Woods Creek, Washington",earthquake,0.37,1.16,0.12717790954086,10,reviewed,uw,uw
2021-05-14T14:58:25.050Z,17.9628,-67.9935,7,2.97,md,6,203,0.6651,0.28,pr,pr2021134002,2021-05-14T15:21:34.434Z,"79 km SE of Boca de Yuma, Dominican Republic",earthquake,1.2,1.64,0.41,4,reviewed,pr,pr
2021-05-14T14:53:42.540Z,35.6536667,-117.4925,9.34,-0.33,ml,6,157,0.07142,0.1,ci,ci37474469,2021-05-14T16:46:19.512Z,"15km SSW of Searles Valley, CA",earthquake,0.61,0.9,0.18,2,reviewed,ci,ci
2021-05-14T14:53:14.400Z,36.0551667,-117.3751667,9.35,0.45,ml,8,194,0.09229,0.07,ci,ci39652943,2021-05-14T16:41:11.222Z,"32km N of Searles Valley, CA",earthquake,0.34,0.6,0.158,2,reviewed,ci,ci
2021-05-14T14:24:56.189Z,59.7212,-153.2207,109,1.4,ml,,,,0.2,ak,ak02165uhxtj,2021-05-14T16:29:33.712Z,"50 km E of Pedro Bay, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2021-05-14T14:23:42.160Z,37.4598333,-118.8085,3.65,0.76,md,11,137,0.131,0.06,nc,nc73562480,2021-05-14T16:47:14.410Z,"16km SW of Toms Place, CA",earthquake,0.58,2.03,0.266,11,reviewed,nc,nc
2021-05-14T14:17:04.840Z,35.6765,-117.568,1.95,0.3,ml,11,123,0.1245,0.17,ci,ci37474461,2021-05-14T16:38:15.207Z,"12km ENE of Ridgecrest, CA",earthquake,0.39,0.45,0.057,5,reviewed,ci,ci
2021-05-14T14:16:58.550Z,33.8866667,-116.7496667,15.29,0.53,ml,19,76,0.1558,0.15,ci,ci39652903,2021-05-14T16:35:01.568Z,"5km SE of Cabazon, CA",earthquake,0.26,0.9,0.068,5,reviewed,ci,ci
2021-05-14T14:13:07.570Z,37.4738333,-118.8051667,6.21,0.74,md,10,260,0.1175,0.03,nc,nc73562475,2021-05-14T18:36:12.075Z,"15km SW of Toms Place, CA",earthquake,0.61,2.19,0.273,10,reviewed,nc,nc
2021-05-14T14:10:26.996Z,62.8011,-153.9467,0,1.4,ml,,,,1.19,ak,ak02165uerw4,2021-05-14T14:22:53.909Z,"32 km SE of Nikolai, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-05-14T14:04:56.900Z,35.6821667,-117.533,6.94,2.27,ml,40,83,0.11,0.16,ci,ci39652871,2021-05-18T23:28:13.440Z,"15km ENE of Ridgecrest, CA",earthquake,0.17,0.5,0.162,70,reviewed,ci,ci
2021-05-14T14:04:04.021Z,63.1918,-150.4821,4.6,2,ml,,,,0.64,ak,ak02165udfsr,2021-05-14T14:09:21.758Z,"73 km ESE of Denali National Park, Alaska",earthquake,,0.4,,,automatic,ak,ak
